gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,55.33,523.62
Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.86,6663.02
Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.73,663.25
Female,0,Yes,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,44.34,6733.22
Male,1,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.41,7751.31
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,59.64,5749.63
Male,1,Yes,Yes,54,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),20.85,7121.79
Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,105.52,1755.81
Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.14,7218.06
Male,0,No,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.77,1357.56
Female,0,No,Yes,53,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.19,2802.12
Male,1,Yes,No,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,51.13,7240.72
Female,1,Yes,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),20.39,4684.74
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.37,5232.38
Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),54.61,4947.12
Male,1,Yes,No,44,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,39.96,4099.47
Male,0,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,103.56,3656.71
Female,1,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.43,1034.08
Male,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45.87,6750.15
Male,1,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.35,6150.48
Female,0,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.55,6696.54
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.2,1171.85
Female,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),93.02,2337.1
Female,1,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.1,782.14
Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.58,607.6
Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,56.74,1412.0
Female,1,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.53,5052.19
Male,1,No,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),26.42,6781.46
Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53.02,1607.05
Male,1,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.41,1333.18
Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),86.5,6949.36
Male,0,No,Yes,71,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,84.11,3876.26
Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.97,2407.57
Male,1,Yes,No,69,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),57.45,3239.48
Female,0,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),86.46,774.9
Male,0,No,No,25,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,38.88,4169.88
Male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.47,5311.05
Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.09,3779.02
Male,0,Yes,No,30,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,5142.5
Male,1,Yes,Yes,70,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,56.4,7366.15
Male,1,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,109.76,7966.91
Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),70.05,1861.5
Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.16,5054.68
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),52.51,6154.18
Male,1,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),42.26,3057.64
Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,103.63,2863.64
Male,1,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.34,7373.77
Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,64.44,3699.85
Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.52,3066.42
Female,1,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,27.88,1642.3
Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,67.54,2535.84
Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,91.8,5558.98
Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,82.82,6537.08
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,52.21,4851.96
Female,1,No,No,39,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.7,6226.92
Female,1,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),53.52,6475.88
Female,0,No,Yes,39,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.68,1587.74
Male,1,No,Yes,51,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.1,2303.06
Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,92.48,260.37
Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.74,1537.87
Male,1,No,No,65,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),115.76,2253.46
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.93,3685.74
Female,0,No,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,59.85,5019.13
Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.71,5859.75
Male,0,No,Yes,61,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,46.5,5386.84
Female,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.16,6997.37
Male,1,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),32.76,3146.25
Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,64.52,642.03
Male,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70.95,4859.0
Male,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.71,6704.53
Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,62.8,7113.99
Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,52.45,6838.74
Female,0,No,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),112.47,5129.61
Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.62,1732.42
Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.71,1313.67
Female,1,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.86,3499.94
Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.86,54.43
Female,1,Yes,No,68,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.22,1381.98
Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.92,1990.96
Male,0,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.39,3861.31
Male,1,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),96.43,5795.7
Male,1,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,84.42,2827.78
Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.44,5909.2
Female,1,No,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.17,2261.09
Male,1,Yes,Yes,29,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,27.11,2805.14
Male,1,No,Yes,15,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,47.41,2055.8
Female,1,No,No,69,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.13,3117.79
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,110.85,4373.31
Female,0,No,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,109.07,7126.05
Female,0,No,Yes,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,98.75,7027.1
Female,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,58.74,29.78
Male,0,No,No,64,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,7635.32
Male,1,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,48.39,2581.29
Female,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),97.69,2710.39
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),58.35,7677.73
Female,1,No,No,44,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.06,3766.68
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.19,2821.1
Male,0,Yes,Yes,29,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.88,7311.39
Female,1,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,60.99,6050.47
Female,1,No,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,104.24,2179.43
Male,1,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.73,3068.04
Male,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.72,6063.46
Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),65.28,7894.55
Male,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.24,6782.68
Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.3,6387.33
Female,1,No,Yes,56,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),30.17,5934.9
Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,84.98,3457.78
Female,0,Yes,No,56,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,53.85,3448.07
Male,1,No,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),63.03,7094.29
Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.56,563.77
Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,87.7,4515.55
Female,1,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.84,3695.84
Male,1,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,107.21,6486.33
Male,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,89.15,3186.25
Female,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,114.77,2304.33
Female,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,78.23,5099.46
Female,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,110.1,4835.66
Female,1,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.76,6508.82
Female,1,Yes,No,63,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25.42,187.54
Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.72,1931.31
Male,0,Yes,No,13,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.58,1730.83
Male,1,No,No,66,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,119.95,6563.02
Male,1,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.14,180.75
Female,1,No,Yes,52,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.55,4250.29
Male,1,Yes,No,35,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),26.76,4209.08
Female,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.29,3660.13
Female,1,No,Yes,10,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.29,5270.8
Male,1,Yes,Yes,48,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.88,231.97
Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),69.21,6185.54
